Location,Full_%,Current_Elevation_ft,Current_Storage_af,Remaining_Elevation_ft,Available_Storage_af,24hr.Change,Rain_inches,Date,Highest_temperature,Lowest_temperature,Highest_humidity,Lowest_humidity
Bartlett Lake (Bartlett Dam),98,"1,796.58","174,216",1.42,"3,970",-332,0.00,2019-03-17,77,54 ,40,18
Total Verde system,97,,"279,899",,"7,504","-1,029",,2019-03-17,77,54 ,40,18
Total Reservoir System,74,,"1,695,200",,"596,490","10,873",,2019-03-17,77,54 ,40,18
Total system year ago,61,,,,,,,2019-03-17,77,54 ,40,18
Roosevelt Lake (Roosevelt Dam),65,"2,120.57","1,063,492",30.43,"568,040","10,686",0.00,2019-03-18,77,54 ,49,22
Apache Lake (Horse Mesa Dam),98,"1,912.18","240,311",1.82,"4,827",-56,0.00,2019-03-18,77,54 ,49,22
Canyon Lake (Mormon Flat Dam),95,"1,657.38","54,915",3.12,"2,937",205,0.00,2019-03-18,77,54 ,49,22
Saguaro Lake (Stewart Mountain Dam),97,"1,527.14","67,437",1.86,"2,328",19,0.00,2019-03-18,77,54 ,49,22
Total Salt system,71,,"1,426,155",,"578,132","10,854",,2019-03-18,77,54 ,49,22
Horseshoe Lake (Horseshoe Dam),97,"2,024.68","105,656",1.32,"3,561",-27,0.00,2019-03-18,77,54 ,49,22
Bartlett Lake (Bartlett Dam),99,"1,797.47","176,696",0.53,"1,490","2,480",0.00,2019-03-18,77,54 ,49,22
Total Verde system,98,,"282,352",,"5,051","2,453",,2019-03-18,77,54 ,49,22
Total Reservoir System,75,,"1,708,507",,"583,183","13,307",,2019-03-18,77,54 ,49,22
Total system year ago,61,,,,,,,2019-03-18,77,54 ,49,22
Roosevelt Lake (Roosevelt Dam),66,"2,121.20","1,073,481",29.80,"558,051","9,989",0.00,2019-03-19,78,54 ,80,15
Apache Lake (Horse Mesa Dam),98,"1,912.18","240,311",1.82,"4,827",0,0.00,2019-03-19,78,54 ,80,15
Canyon Lake (Mormon Flat Dam),97,"1,658.61","56,065",1.89,"1,787","1,150",0.00,2019-03-19,78,54 ,80,15
Saguaro Lake (Stewart Mountain Dam),95,"1,526.31","66,409",2.69,"3,356","-1,028",0.00,2019-03-19,78,54 ,80,15
Total Salt system,72,,"1,436,266",,"568,021","10,111",,2019-03-19,78,54 ,80,15
Horseshoe Lake (Horseshoe Dam),97,"2,024.98","106,461",1.02,"2,756",805,0.00,2019-03-19,78,54 ,80,15
Bartlett Lake (Bartlett Dam),99,"1,797.57","176,981",0.43,"1,205",285,0.00,2019-03-19,78,54 ,80,15
Total Verde system,99,,"283,442",,"3,961","1,090",,2019-03-19,78,54 ,80,15
Total Reservoir System,75,,"1,719,708",,"571,982","11,201",,2019-03-19,78,54 ,80,15
Total system year ago,61,,,,,,,2019-03-19,78,54 ,80,15
Roosevelt Lake (Roosevelt Dam),66,"2,121.76","1,082,434",29.24,"549,098","8,953",0.00,2019-03-20,78,54 ,52,17
Apache Lake (Horse Mesa Dam),98,"1,912.16","240,253",1.84,"4,885",-58,0.00,2019-03-20,78,54 ,52,17
Canyon Lake (Mormon Flat Dam),97,"1,658.37","55,840",2.13,"2,012",-225,0.00,2019-03-20,78,54 ,52,17
Saguaro Lake (Stewart Mountain Dam),96,"1,526.55","66,704",2.45,"3,061",295,0.00,2019-03-20,78,54 ,52,17
Total Salt system,72,,"1,445,231",,"559,056","8,965",,2019-03-20,78,54 ,52,17
Horseshoe Lake (Horseshoe Dam),98,"2,025.23","107,131",0.77,"2,086",670,0.00,2019-03-20,78,54 ,52,17
Bartlett Lake (Bartlett Dam),99,"1,797.35","176,366",0.65,"1,820",-615,0.00,2019-03-20,78,54 ,52,17
Total Verde system,99,,"283,497",,"3,906",55,,2019-03-20,78,54 ,52,17
Total Reservoir System,75,,"1,728,728",,"562,962","9,020",,2019-03-20,78,54 ,52,17
Total system year ago,61,,,,,,,2019-03-20,78,54 ,52,17
Roosevelt Lake (Roosevelt Dam),67,"2,122.26","1,090,485",28.74,"541,047","8,051",0.00,2019-03-21,78,54 ,60,13
Apache Lake (Horse Mesa Dam),98,"1,912.13","240,177",1.87,"4,961",-76,0.00,2019-03-21,78,54 ,60,13
Canyon Lake (Mormon Flat Dam),97,"1,658.44","55,906",2.06,"1,946",66,0.00,2019-03-21,78,54 ,60,13
Saguaro Lake (Stewart Mountain Dam),96,"1,526.55","66,713",2.45,"3,052",9,0.01,2019-03-21,78,54 ,60,13
Total Salt system,73,,"1,453,281",,"551,006","8,050",,2019-03-21,78,54 ,60,13
Horseshoe Lake (Horseshoe Dam),98,"2,025.22","107,104",0.78,"2,113",-27,0.03,2019-03-21,78,54 ,60,13
Bartlett Lake (Bartlett Dam),99,"1,797.61","177,075",0.39,"1,111",709,0.02,2019-03-21,78,54 ,60,13
Total Verde system,99,,"284,179",,"3,224",682,,2019-03-21,78,54 ,60,13
Total Reservoir System,76,,"1,737,460",,"554,230","8,732",,2019-03-21,78,54 ,60,13
Total system year ago,61,,,,,,,2019-03-21,78,54 ,60,13
Roosevelt Lake (Roosevelt Dam),67,"2,122.70","1,097,614",28.30,"533,918","7,129",0.00,2019-03-22,78,55 ,51,26
Apache Lake (Horse Mesa Dam),98,"1,912.12","240,160",1.88,"4,978",-17,0.00,2019-03-22,78,55 ,51,26
Canyon Lake (Mormon Flat Dam),97,"1,658.50","55,962",2.00,"1,890",56,0.00,2019-03-22,78,55 ,51,26
Saguaro Lake (Stewart Mountain Dam),96,"1,526.55","66,704",2.45,"3,061",-9,0.00,2019-03-22,78,55 ,51,26
Total Salt system,73,,"1,460,440",,"543,847","7,159",,2019-03-22,78,55 ,51,26
Horseshoe Lake (Horseshoe Dam),98,"2,025.10","106,782",0.90,"2,435",-322,0.00,2019-03-22,78,55 ,51,26
Bartlett Lake (Bartlett Dam),100,"1,797.75","177,486",0.25,700,411,0.00,2019-03-22,78,55 ,51,26
Total Verde system,99,,"284,268",,"3,135",89,,2019-03-22,78,55 ,51,26
Total Reservoir System,76,,"1,744,708",,"546,982","7,248",,2019-03-22,78,55 ,51,26
Total system year ago,61,,,,,,,2019-03-22,78,55 ,51,26
Roosevelt Lake (Roosevelt Dam),68,"2,123.14","1,104,788",27.86,"526,744","7,174",0.00,2019-03-23,79,55 ,71,22
Apache Lake (Horse Mesa Dam),98,"1,912.11","240,139",1.89,"4,999",-21,0.00,2019-03-23,79,55 ,71,22
Canyon Lake (Mormon Flat Dam),97,"1,658.58","56,037",1.92,"1,815",75,0.00,2019-03-23,79,55 ,71,22
Saguaro Lake (Stewart Mountain Dam),96,"1,526.55","66,704",2.45,"3,061",0,0.00,2019-03-23,79,55 ,71,22
Total Salt system,73,,"1,467,668",,"536,619","7,228",,2019-03-23,79,55 ,71,22
Horseshoe Lake (Horseshoe Dam),98,"2,025.16","106,943",0.84,"2,274",161,0.00,2019-03-23,79,55 ,71,22
Bartlett Lake (Bartlett Dam),100,"1,797.73","177,412",0.27,774,-74,0.00,2019-03-23,79,55 ,71,22
Total Verde system,99,,"284,355",,"3,048",87,,2019-03-23,79,55 ,71,22
Total Reservoir System,76,,"1,752,023",,"539,667","7,315",,2019-03-23,79,55 ,71,22
Total system year ago,60,,,,,,,2019-03-23,79,55 ,71,22
Roosevelt Lake (Roosevelt Dam),68,"2,123.53","1,111,197",27.47,"520,335","6,409",0.00,2019-03-24,79,55 ,64,19
Apache Lake (Horse Mesa Dam),98,"1,912.10","240,122",1.90,"5,016",-17,0.00,2019-03-24,79,55 ,64,19
Canyon Lake (Mormon Flat Dam),97,"1,658.64","56,094",1.86,"1,758",57,0.00,2019-03-24,79,55 ,64,19
Saguaro Lake (Stewart Mountain Dam),96,"1,526.55","66,713",2.45,"3,052",9,0.00,2019-03-24,79,55 ,64,19
Total Salt system,74,,"1,474,126",,"530,161","6,458",,2019-03-24,79,55 ,64,19
Horseshoe Lake (Horseshoe Dam),98,"2,025.34","107,426",0.66,"1,791",483,0.00,2019-03-24,79,55 ,64,19
Bartlett Lake (Bartlett Dam),99,"1,797.57","176,963",0.43,"1,223",-449,0.00,2019-03-24,79,55 ,64,19
Total Verde system,99,,"284,389",,"3,014",34,,2019-03-24,79,55 ,64,19
Total Reservoir System,77,,"1,758,515",,"533,175","6,492",,2019-03-24,79,55 ,64,19
Total system year ago,60,,,,,,,2019-03-24,79,55 ,64,19
Roosevelt Lake (Roosevelt Dam),68,"2,123.88","1,116,993",27.12,"514,539","5,796",0.00,2019-03-25,79,55 ,62,15
Apache Lake (Horse Mesa Dam),98,"1,912.11","240,139",1.89,"4,999",17,0.00,2019-03-25,79,55 ,62,15
Canyon Lake (Mormon Flat Dam),97,"1,658.70","56,150",1.80,"1,702",56,0.00,2019-03-25,79,55 ,62,15
Saguaro Lake (Stewart Mountain Dam),96,"1,526.55","66,713",2.45,"3,052",0,0.00,2019-03-25,79,55 ,62,15
Total Salt system,74,,"1,479,995",,"524,292","5,869",,2019-03-25,79,55 ,62,15
Horseshoe Lake (Horseshoe Dam),99,"2,025.41","107,615",0.59,"1,602",189,0.00,2019-03-25,79,55 ,62,15
Bartlett Lake (Bartlett Dam),99,"1,797.42","176,546",0.58,"1,640",-417,0.00,2019-03-25,79,55 ,62,15
Total Verde system,99,,"284,161",,"3,242",-228,,2019-03-25,79,55 ,62,15
Total Reservoir System,77,,"1,764,156",,"527,534","5,641",,2019-03-25,79,55 ,62,15
Total system year ago,60,,,,,,,2019-03-25,79,55 ,62,15
Roosevelt Lake (Roosevelt Dam),69,"2,124.22","1,122,665",26.78,"508,867","5,672",0.00,2019-03-26,79,55 ,51,9
Apache Lake (Horse Mesa Dam),98,"1,912.10","240,102",1.90,"5,036",-37,0.00,2019-03-26,79,55 ,51,9
Canyon Lake (Mormon Flat Dam),97,"1,658.49","55,953",2.01,"1,899",-197,0.00,2019-03-26,79,55 ,51,9
Saguaro Lake (Stewart Mountain Dam),96,"1,526.83","67,056",2.17,"2,709",343,0.00,2019-03-26,79,55 ,51,9
Total Salt system,74,,"1,485,776",,"518,511","5,781",,2019-03-26,79,55 ,51,9
Horseshoe Lake (Horseshoe Dam),99,"2,025.41","107,615",0.59,"1,602",0,0.00,2019-03-26,79,55 ,51,9
Bartlett Lake (Bartlett Dam),99,"1,797.27","176,124",0.73,"2,062",-422,0.00,2019-03-26,79,55 ,51,9
Total Verde system,99,,"283,739",,"3,664",-422,,2019-03-26,79,55 ,51,9
Total Reservoir System,77,,"1,769,515",,"522,175","5,359",,2019-03-26,79,55 ,51,9
Total system year ago,60,,,,,,,2019-03-26,79,55 ,51,9
Roosevelt Lake (Roosevelt Dam),69,"2,124.57","1,128,545",26.43,"502,987","5,880",0.00,2019-03-27,80,55 ,49,12
Apache Lake (Horse Mesa Dam),98,"1,912.05","239,988",1.95,"5,150",-114,0.00,2019-03-27,80,55 ,49,12
Canyon Lake (Mormon Flat Dam),97,"1,658.70","56,150",1.80,"1,702",197,0.00,2019-03-27,80,55 ,49,12
Saguaro Lake (Stewart Mountain Dam),96,"1,526.58","66,750",2.42,"3,015",-306,0.00,2019-03-27,80,55 ,49,12
Total Salt system,74,,"1,491,433",,"512,854","5,657",,2019-03-27,80,55 ,49,12
Horseshoe Lake (Horseshoe Dam),98,"2,025.31","107,346",0.69,"1,871",-269,0.00,2019-03-27,80,55 ,49,12
Bartlett Lake (Bartlett Dam),99,"1,797.20","175,944",0.80,"2,242",-180,0.00,2019-03-27,80,55 ,49,12
Total Verde system,99,,"283,290",,"4,113",-449,,2019-03-27,80,55 ,49,12
Total Reservoir System,77,,"1,774,723",,"516,967","5,208",,2019-03-27,80,55 ,49,12
Total system year ago,60,,,,,,,2019-03-27,80,55 ,49,12
Roosevelt Lake (Roosevelt Dam),69,"2,124.88","1,133,789",26.12,"497,743","5,244",0.00,2019-03-28,80,56 ,48,14
Apache Lake (Horse Mesa Dam),98,"1,912.01","239,875",1.99,"5,263",-113,0.00,2019-03-28,80,56 ,48,14
Canyon Lake (Mormon Flat Dam),97,"1,658.79","56,235",1.71,"1,617",85,0.00,2019-03-28,80,56 ,48,14
Saguaro Lake (Stewart Mountain Dam),96,"1,526.67","66,852",2.33,"2,913",102,0.00,2019-03-28,80,56 ,48,14
Total Salt system,75,,"1,496,751",,"507,536","5,318",,2019-03-28,80,56 ,48,14
Horseshoe Lake (Horseshoe Dam),98,"2,025.17","106,970",0.83,"2,247",-376,0.00,2019-03-28,80,56 ,48,14
Bartlett Lake (Bartlett Dam),99,"1,797.21","175,968",0.79,"2,218",24,0.00,2019-03-28,80,56 ,48,14
Total Verde system,98,,"282,938",,"4,465",-352,,2019-03-28,80,56 ,48,14
Total Reservoir System,78,,"1,779,689",,"512,001","4,966",,2019-03-28,80,56 ,48,14
Total system year ago,60,,,,,,,2019-03-28,80,56 ,48,14
Roosevelt Lake (Roosevelt Dam),70,"2,125.22","1,139,574",25.78,"491,958","5,785",0.00,2019-03-29,80,56 ,55,8
Apache Lake (Horse Mesa Dam),98,"1,911.99","239,836",2.01,"5,302",-39,0.00,2019-03-29,80,56 ,55,8
Canyon Lake (Mormon Flat Dam),97,"1,658.82","56,263",1.68,"1,589",28,0.00,2019-03-29,80,56 ,55,8
Saguaro Lake (Stewart Mountain Dam),96,"1,526.66","66,843",2.34,"2,922",-9,0.00,2019-03-29,80,56 ,55,8
Total Salt system,75,,"1,502,516",,"501,771","5,765",,2019-03-29,80,56 ,55,8
Horseshoe Lake (Horseshoe Dam),97,"2,024.98","106,461",1.02,"2,756",-509,0.00,2019-03-29,80,56 ,55,8
Bartlett Lake (Bartlett Dam),99,"1,797.20","175,953",0.80,"2,233",-15,0.00,2019-03-29,80,56 ,55,8
Total Verde system,98,,"282,414",,"4,989",-524,,2019-03-29,80,56 ,55,8
Total Reservoir System,78,,"1,784,930",,"506,760","5,241",,2019-03-29,80,56 ,55,8
Total system year ago,60,,,,,,,2019-03-29,80,56 ,55,8
Roosevelt Lake (Roosevelt Dam),70,"2,125.60","1,146,066",25.40,"485,466","6,492",0.00,2019-03-30,81,56 ,47,8
Apache Lake (Horse Mesa Dam),98,"1,911.96","239,757",2.04,"5,381",-79,0.00,2019-03-30,81,56 ,47,8
Canyon Lake (Mormon Flat Dam),97,"1,658.83","56,272",1.67,"1,580",9,0.00,2019-03-30,81,56 ,47,8
Saguaro Lake (Stewart Mountain Dam),96,"1,526.72","66,917",2.28,"2,848",74,0.00,2019-03-30,81,56 ,47,8
Total Salt system,75,,"1,509,012",,"495,275","6,496",,2019-03-30,81,56 ,47,8
Horseshoe Lake (Horseshoe Dam),97,"2,024.87","106,165",1.13,"3,052",-296,0.00,2019-03-30,81,56 ,47,8
Bartlett Lake (Bartlett Dam),98,"1,796.98","175,319",1.02,"2,867",-634,0.00,2019-03-30,81,56 ,47,8
Total Verde system,98,,"281,484",,"5,919",-930,,2019-03-30,81,56 ,47,8
Total Reservoir System,78,,"1,790,496",,"501,194","5,566",,2019-03-30,81,56 ,47,8
Total system year ago,60,,,,,,,2019-03-30,81,56 ,47,8
Roosevelt Lake (Roosevelt Dam),71,"2,125.95","1,152,068",25.05,"479,464","6,002",0.00,2019-03-31,81,56 ,43,9
Apache Lake (Horse Mesa Dam),98,"1,911.95","239,739",2.05,"5,399",-18,0.00,2019-03-31,81,56 ,43,9
Canyon Lake (Mormon Flat Dam),97,"1,658.50","55,962",2.00,"1,890",-310,0.00,2019-03-31,81,56 ,43,9
Saguaro Lake (Stewart Mountain Dam),96,"1,526.98","67,242",2.02,"2,523",325,0.00,2019-03-31,81,56 ,43,9
Total Salt system,76,,"1,515,011",,"489,276","5,999",,2019-03-31,81,56 ,43,9
Horseshoe Lake (Horseshoe Dam),97,"2,024.79","105,950",1.21,"3,267",-215,0.00,2019-03-31,81,56 ,43,9
Bartlett Lake (Bartlett Dam),98,"1,796.88","175,041",1.12,"3,145",-278,0.00,2019-03-31,81,56 ,43,9
Total Verde system,98,,"280,991",,"6,412",-493,,2019-03-31,81,56 ,43,9
Total Reservoir System,78,,"1,796,002",,"495,688","5,506",,2019-03-31,81,56 ,43,9
Total system year ago,60,,,,,,,2019-03-31,81,56 ,43,9
Roosevelt Lake (Roosevelt Dam),71,"2,126.26","1,157,402",24.74,"474,130","5,334",0.00,2019-04-01,81,56 ,43,11
Apache Lake (Horse Mesa Dam),98,"1,911.94","239,699",2.06,"5,439",-40,0.00,2019-04-01,81,56 ,43,11
Canyon Lake (Mormon Flat Dam),97,"1,658.53","55,990",1.97,"1,862",28,0.00,2019-04-01,81,56 ,43,11
Saguaro Lake (Stewart Mountain Dam),96,"1,526.97","67,223",2.03,"2,542",-19,0.00,2019-04-01,81,56 ,43,11
Total Salt system,76,,"1,520,314",,"483,973","5,303",,2019-04-01,81,56 ,43,11
Horseshoe Lake (Horseshoe Dam),97,"2,024.68","105,656",1.32,"3,561",-294,0.00,2019-04-01,81,56 ,43,11
Bartlett Lake (Bartlett Dam),98,"1,796.83","174,902",1.17,"3,284",-139,0.00,2019-04-01,81,56 ,43,11
Total Verde system,98,,"280,558",,"6,845",-433,,2019-04-01,81,56 ,43,11
Total Reservoir System,79,,"1,800,872",,"490,818","4,870",,2019-04-01,81,56 ,43,11
Total system year ago,60,,,,,,,2019-04-01,81,56 ,43,11
Roosevelt Lake (Roosevelt Dam),71,"2,126.57","1,162,753",24.43,"468,779","5,351",0.00,2019-04-02,81,57 ,27,6
Apache Lake (Horse Mesa Dam),98,"1,911.90","239,599",2.10,"5,539",-100,0.00,2019-04-02,81,57 ,27,6
Canyon Lake (Mormon Flat Dam),97,"1,658.56","56,018",1.94,"1,834",28,0.00,2019-04-02,81,57 ,27,6
Saguaro Lake (Stewart Mountain Dam),96,"1,526.96","67,214",2.04,"2,551",-9,0.00,2019-04-02,81,57 ,27,6
Total Salt system,76,,"1,525,584",,"478,703","5,270",,2019-04-02,81,57 ,27,6
Horseshoe Lake (Horseshoe Dam),96,"2,024.54","105,282",1.46,"3,935",-374,0.00,2019-04-02,81,57 ,27,6
Bartlett Lake (Bartlett Dam),98,"1,796.92","175,175",1.08,"3,011",273,0.00,2019-04-02,81,57 ,27,6
Total Verde system,98,,"280,457",,"6,946",-101,,2019-04-02,81,57 ,27,6
Total Reservoir System,79,,"1,806,041",,"485,649","5,169",,2019-04-02,81,57 ,27,6
Total system year ago,60,,,,,,,2019-04-02,81,57 ,27,6
Roosevelt Lake (Roosevelt Dam),72,"2,126.82","1,167,082",24.18,"464,450","4,329",0.00,2019-04-03,82,57 ,36,9
Apache Lake (Horse Mesa Dam),98,"1,911.86","239,502",2.14,"5,636",-97,0.00,2019-04-03,82,57 ,36,9
Canyon Lake (Mormon Flat Dam),97,"1,658.58","56,037",1.92,"1,815",19,0.00,2019-04-03,82,57 ,36,9
Saguaro Lake (Stewart Mountain Dam),96,"1,526.94","67,186",2.06,"2,579",-28,0.00,2019-04-03,82,57 ,36,9
Total Salt system,76,,"1,529,807",,"474,480","4,223",,2019-04-03,82,57 ,36,9
Horseshoe Lake (Horseshoe Dam),96,"2,024.34","104,751",1.66,"4,466",-531,0.00,2019-04-03,82,57 ,36,9
Bartlett Lake (Bartlett Dam),98,"1,797.03","175,477",0.97,"2,709",302,0.00,2019-04-03,82,57 ,36,9
Total Verde system,98,,"280,228",,"7,175",-229,,2019-04-03,82,57 ,36,9
Total Reservoir System,79,,"1,810,035",,"481,655","3,994",,2019-04-03,82,57 ,36,9
Total system year ago,60,,,,,,,2019-04-03,82,57 ,36,9
Roosevelt Lake (Roosevelt Dam),72,"2,127.07","1,171,421",23.93,"460,111","4,339",0.00,2019-04-04,82,57 ,43,19
Apache Lake (Horse Mesa Dam),98,"1,911.86","239,481",2.14,"5,657",-21,0.00,2019-04-04,82,57 ,43,19
Canyon Lake (Mormon Flat Dam),97,"1,658.61","56,065",1.89,"1,787",28,0.00,2019-04-04,82,57 ,43,19
Saguaro Lake (Stewart Mountain Dam),96,"1,526.92","67,167",2.08,"2,598",-19,0.00,2019-04-04,82,57 ,43,19
Total Salt system,77,,"1,534,134",,"470,153","4,327",,2019-04-04,82,57 ,43,19
Horseshoe Lake (Horseshoe Dam),95,"2,024.15","104,248",1.85,"4,969",-503,0.00,2019-04-04,82,57 ,43,19
Bartlett Lake (Bartlett Dam),98,"1,796.98","175,317",1.02,"2,869",-160,0.00,2019-04-04,82,57 ,43,19
Total Verde system,97,,"279,565",,"7,838",-663,,2019-04-04,82,57 ,43,19
Total Reservoir System,79,,"1,813,699",,"477,991","3,664",,2019-04-04,82,57 ,43,19
